id,Sex,Diameter,Length,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
9241,F,1.375,1.775,0.475,43.21881275,15.15280775,8.7599955,12.3320325,12
9242,M,1.225,1.5625,0.425,34.79901125,14.5999925,7.24329725,9.63883,17
9243,F,1.375,1.8125,0.475,49.45570275,17.19397175,8.37727725,17.1514475,16
9244,F,0.8375,1.0875,0.2625,10.77281,4.5075705,2.664853,3.40194,9
9245,I,0.875,1.1125,0.3125,11.97766375,4.94698775,2.36718325,3.8271825,7
9246,I,0.5,0.6875,0.175,2.664853,0.850485,0.56699,0.92135875,6
9247,F,1.2375,1.5375,0.425,32.375129,12.9557215,6.39281225,10.3475675,11
9248,M,1.3125,1.6375,0.45,34.5013415,15.43630275,6.747181,10.6310625,10
9249,I,0.95,1.3,0.3125,18.24290325,9.525432,3.72795925,4.60679375,8
9250,I,1,1.225,0.325,18.01610725,8.63242275,3.64291075,5.2446575,9
9251,M,1.025,1.3625,0.375,24.777463,8.1930055,5.8683465,7.3425205,10
9252,I,0.775,1.0125,0.225,9.42620875,3.912231,1.871067,2.4097075,8
9253,M,1.325,1.6625,0.4375,40.483086,17.93105875,8.1363065,13.324265,14
9254,F,0.675,0.9125,0.25,6.406987,2.65067825,1.304077,2.1262125,9
9255,I,0.9625,1.225,0.3,17.57669,8.46232575,2.948348,4.252425,7
9256,F,1.0125,1.3125,0.35,18.07280625,9.2702865,4.09650275,4.932813,8
9257,I,1.15,1.475,0.35,27.158821,11.12717875,5.40057975,7.030676,10
9258,M,1.0625,1.3875,0.375,25.741346,11.453198,6.44951125,7.2291225,8
9259,F,0.6125,0.8125,0.2,4.706017,2.05533875,1.63009625,1.530873,6
9260,M,0.975,1.225,0.3125,16.40018575,6.577084,3.75630875,5.06038575,10
9261,F,0.875,1.1,0.275,12.34620725,5.74077375,3.10427025,3.685435,10
9262,I,0.4875,0.6875,0.15,2.608154,0.97805775,0.623689,0.69456275,5
9263,M,1.2375,1.5625,0.5375,36.117263,12.60135275,8.43397625,11.056305,17
9264,I,0.975,1.2625,0.3125,15.5071765,6.13766675,3.7137845,4.3941725,8
9265,I,1.125,1.45,0.35,23.85610425,10.149121,4.52174525,7.2291225,9
9266,F,1.2125,1.5625,0.425,37.42134,14.5432935,7.2858215,12.0485375,20
9267,I,0.675,0.9,0.2375,5.6699,2.62232875,1.190679,1.5592225,6
9268,F,1.175,1.5125,0.4875,32.034935,14.30232275,5.896696,9.7238785,9
9269,F,1.2125,1.5375,0.4625,31.79396425,10.19164525,7.38504475,9.07184,12
9270,F,1.25,1.525,0.425,35.19590425,14.5432935,7.4559185,9.63883,11
9271,M,1.4375,1.725,0.4875,44.395317,24.73493875,10.24834425,10.489315,12
9272,M,1.1,1.3875,0.3875,26.1098895,12.5588285,5.91087075,7.2291225,8
9273,I,0.375,0.525,0.1625,1.06310625,0.75126175,0.226796,0.2551455,5
9274,I,0.9375,1.1875,0.3,16.42853525,6.08096775,3.345241,4.9611625,8
9275,F,1.0375,1.375,0.3875,24.097075,7.92368525,4.77689075,7.654365,11
9276,F,1.1625,1.5,0.375,25.51455,10.0073735,6.90310325,7.5126175,13
9277,I,0.975,1.2875,0.3125,16.76872925,6.90310325,3.81300775,4.66349275,8
9278,I,0.9375,1.25,0.3375,16.37183625,5.443104,3.912231,5.5281525,14
9279,F,1.075,1.35,0.35,27.76833525,9.6671795,5.159609,8.1930055,15
9280,M,1.2875,1.65,0.4375,34.60056475,14.18892475,8.85921875,9.14271375,10
9281,F,1.3,1.675,0.4125,36.117263,16.0741665,8.7032965,8.7032965,9
9282,M,1.175,1.525,0.4875,32.31843,14.288148,9.53960675,8.1930055,10
9283,M,1.15,1.5125,0.4625,31.70891575,11.9918385,6.81805475,9.355335,22
9284,F,1.2,1.525,0.425,33.5374585,18.2287285,6.010094,6.23689,11
9285,I,0.9375,1.2,0.3125,14.35902175,6.2085405,2.73572675,4.819415,10
9286,F,1.0625,1.3125,0.375,23.48756075,8.845044,5.57067675,7.7961125,14
9287,I,1,1.3,0.35,18.46969925,8.34892775,4.7910655,5.2446575,10
9288,F,1.2,1.55,0.4375,41.7588135,16.5844575,7.47009325,11.7650425,14
9289,F,1.4375,1.75,0.475,50.2636635,23.6151335,10.262519,13.60776,12
9290,I,1.0125,1.275,0.35,17.76096175,8.46232575,4.082328,5.386405,8
9291,I,0.725,0.9625,0.2375,7.75358825,3.2601925,1.5025235,2.4097075,6
9292,F,1.1875,1.4625,0.4625,29.10076175,11.49572225,7.07320025,8.3631025,10
9293,F,1.35,1.7,0.5,51.95045875,20.68096025,10.886208,18.66814575,18
9294,F,1.4125,1.775,0.5125,47.400364,21.8007655,10.6877615,14.118051,16
9295,F,0.85,1.1625,0.2875,13.8062065,5.556502,2.96252275,4.706017,12
9296,F,1.1875,1.5125,0.4125,32.0065855,13.42348825,6.80388,8.788345,10
9297,I,0.65,0.875,0.1875,5.0745605,2.1262125,1.48834875,1.5592225,5
9298,F,1.0625,1.3125,0.35,23.019794,13.90542975,5.54232725,5.386405,8
9299,I,1.0375,1.325,0.3875,20.0430965,8.561549,4.309124,6.3786375,14
9300,M,1.15,1.45,0.45,32.33260475,10.81533425,5.71242425,10.9145575,26
9301,I,1.1,1.475,0.3625,22.7646485,9.19941275,4.77689075,5.6699,11
9302,M,0.85,1.1,0.275,11.89261525,4.9044635,2.84912475,3.685435,7
9303,M,1.1375,1.475,0.4125,27.45649075,10.16329575,4.89028875,8.77417025,19
9304,F,1.2,1.55,0.4375,31.62386725,11.8784405,7.3992195,10.20582,14
9305,F,1.0375,1.3125,0.375,21.07008575,7.314171,4.2807745,7.654365,13
9306,M,0.8875,1.125,0.325,13.380964,5.59902625,2.99087225,4.252425,8
9307,M,1.2875,1.625,0.4125,45.812792,15.7339725,9.53960675,15.025235,21
9308,F,1.3125,1.675,0.45,36.38658325,14.514944,9.6104805,10.035723,10
9309,M,1.1625,1.4875,0.4125,28.08017975,12.6155275,5.91087075,8.3631025,11
9310,I,0.8875,1.175,0.35,12.60135275,4.57844425,2.50893075,5.10291,14
9311,I,0.7,0.9375,0.2,6.30776375,2.83495,1.63009625,1.871067,6
9312,F,1.1,1.375,0.4,25.52872475,9.28446125,6.4353365,6.80388,14
9313,F,1.3125,1.675,0.475,39.81687275,16.57028275,8.561549,11.3681495,14
9314,I,1.0625,1.325,0.35,21.44639675,12.0485375,4.74854125,5.953395,8
9315,I,0.95,1.2375,0.3,14.55746825,5.443104,2.96252275,4.3941725,7
9316,F,1.275,1.6,0.4375,38.88133925,17.5483405,8.164656,10.489315,13
9317,I,0.4125,0.5625,0.175,1.6159215,0.7087375,0.4252425,0.4252425,4
9318,I,0.8875,1.1,0.325,14.17475,6.39281225,3.2034935,3.855532,8
9319,F,0.7875,1.0375,0.3,13.777857,6.19436575,3.01922175,3.5436875,8
9320,F,1,1.2875,0.45,24.4089195,7.18659825,4.649318,8.50485,17
9321,F,0.9625,1.2375,0.3375,16.42853525,6.90310325,3.685435,5.0178615,10
9322,F,1.1875,1.525,0.475,36.3724085,13.4093135,6.16601625,9.979024,17
9323,M,1.3625,1.6875,0.475,45.7277435,18.9091165,8.71747125,14.0330025,11
9324,F,1,1.2875,0.325,20.184844,9.8372765,4.57844425,5.216308,11
9325,F,1.125,1.3625,0.3875,26.09571475,9.865626,4.49339575,8.221355,14
9326,F,1.25,1.6125,0.4375,37.15201975,17.293195,7.69688925,11.49572225,12
9327,F,1.2625,1.6125,0.4375,41.8863863,17.8885345,8.29222875,10.3475675,11
9328,F,1.3,1.675,0.4125,48.477645,17.81766075,9.68135425,17.0097,22
9329,I,0.65,0.85,0.2125,5.06038575,2.42388225,1.40330025,1.644271,6
9330,I,1,1.3125,0.3,18.83824275,9.8372765,3.7137845,4.819415,8
9331,M,0.9625,1.25,0.325,20.79435825,9.90815025,3.98310475,5.8116475,8
9332,M,1.125,1.475,0.375,23.88445375,9.87980075,5.42892925,6.463686,11
9333,F,1.3125,1.65,0.5,42.354153,14.50076925,8.4765005,16.44271,21
9334,F,0.9875,1.2375,0.25,14.004653,6.36446275,2.6932025,4.6776675,8
9335,F,0.75,0.975,0.2375,8.57572375,4.06815325,1.6159215,2.26796,6
9336,M,1.0125,1.275,0.3375,22.66542525,8.68912175,5.10291,7.5126175,14
9337,F,1.3125,1.675,0.425,45.88366575,19.447757,9.68135425,12.757275,11
9338,F,1.2,1.575,0.3875,36.457457,16.96717575,6.95980225,9.0434905,9
9339,F,1.2375,1.5,0.4125,32.6869735,16.82542825,7.55514175,8.3631025,12
9340,F,1.15,1.4625,0.3625,27.1304715,13.4660125,4.83358975,7.0590255,10
9341,M,1.35,1.6875,0.4375,51.199197,19.94387325,11.07047975,11.90679,15
9342,F,1.275,1.6125,0.475,38.00250475,14.18892475,8.391452,11.623295,15
9343,I,0.4375,0.625,0.1625,2.0128145,0.8788345,0.60951425,0.7087375,6
9344,M,0.875,1.1625,0.275,13.721158,5.71242425,2.721552,4.3941725,10
9345,M,1.1875,1.5375,0.475,38.7537665,14.30232275,6.747181,13.4660125,18
9346,F,1.275,1.625,0.5,41.730464,17.8885345,8.561549,12.3320325,14
9347,I,0.425,0.5375,0.1375,1.82854275,0.8788345,0.35436875,0.56699,7
9348,I,1.0375,1.3,0.425,22.75047375,9.28446125,4.91863825,6.80388,13
9349,F,0.925,1.25,0.3125,15.4504775,4.422522,3.18931875,5.2446575,16
9350,M,0.8875,1.175,0.2625,11.5949455,4.819415,2.664853,3.685435,9
9351,M,1.15,1.425,0.3375,28.76056775,14.401546,5.20213325,7.5126175,9
9352,F,1.1125,1.4375,0.425,28.803092,10.50348975,7.89533575,9.4970825,16
9353,M,1.1,1.375,0.35,23.88445375,8.0796075,4.52174525,6.7755305,12
9354,M,0.925,1.2,0.325,13.2392165,5.74077375,2.96252275,4.3941725,8
9355,M,1.2125,1.6125,0.5,34.99745775,13.437663,7.27164675,9.4970825,15
9356,M,1.2375,1.525,0.4375,37.98833,15.46465225,7.01650125,11.056305,14
9357,M,1.1,1.4,0.3625,27.5273645,14.0330025,5.5281525,6.36446275,10
9358,M,1,1.3,0.3125,18.80989325,8.74582075,3.72795925,5.2446575,8
9359,F,1.1625,1.45,0.4125,31.39707125,12.1619355,6.406987,9.2135875,11
9360,F,1.225,1.575,0.4375,38.03085425,16.726205,8.46232575,10.6310625,9
9361,M,1.225,1.5625,0.3875,31.96406125,13.96212875,6.90310325,9.14271375,11
9362,M,1.275,1.575,0.45,38.0733785,16.20173925,7.27164675,11.90679,14
9363,M,1.25,1.6,0.3875,37.024447,17.4349425,7.52679225,9.4970825,9
9364,I,0.9375,1.1875,0.325,15.35125425,7.47009325,2.948348,4.63514325,9
9365,I,0.8875,1.1875,0.3,12.54465375,5.40057975,2.608154,3.8271825,7
9366,M,1.125,1.4375,0.5,29.1716355,12.6722265,7.98038425,11.3398,16
9367,M,1.325,1.65,0.475,39.2073585,18.9091165,9.015141,11.3398,12
9368,F,1.25,1.625,0.425,35.096681,17.0097,6.747181,10.0640725,14
9369,I,0.6375,0.85,0.2125,5.0745605,2.36718325,1.077281,1.5592225,7
9370,M,1.225,1.6,0.3625,29.7386255,14.04717725,6.4920355,8.6465975,9
9371,M,1.15,1.475,0.3625,31.19862475,13.9196045,6.4920355,8.3631025,12
9372,I,0.675,0.8875,0.225,5.8116475,2.05533875,1.85689225,1.984465,7
9373,I,1.075,1.375,0.3625,23.756881,10.4609655,4.7343665,6.23689,8
9374,M,1.2875,1.65,0.475,39.8877465,16.215914,8.448151,11.623295,9
9375,F,1,1.25,0.375,17.7184375,6.3219385,3.33106625,6.520385,10
9376,I,0.775,1,0.275,6.42116175,3.7137845,1.5025235,2.83495,10
9377,M,1.125,1.5,0.4,29.9654215,13.6928085,7.72523875,8.788345,12
9378,M,1.3125,1.625,0.475,38.20095125,18.83824275,7.29999625,10.20582,12
9379,F,1.2,1.4875,0.375,28.02348075,11.75086775,5.6699,8.221355,10
9380,M,1.1,1.45,0.4125,26.308336,10.716111,7.15824875,7.37087,9
9381,F,1.2875,1.5875,0.375,36.95357325,16.6411565,8.901743,8.9300925,12
9382,M,1.3,1.6375,0.4875,38.82464025,17.860185,9.53960675,10.61688775,9
9383,F,1.2625,1.6625,0.475,35.50774875,14.118051,8.66077225,12.0485375,19
9384,M,1.2625,1.6125,0.3875,39.02308675,17.973583,10.035723,8.50485,11
9385,M,1.2875,1.55,0.4,34.699788,14.04717725,8.221355,10.20582,14
9386,I,0.9625,1.25,0.35,17.44911725,7.030676,3.8838815,5.0745605,11
9387,I,1,1.3,0.3125,17.7184375,8.6465975,4.3374735,5.6699,9
9388,I,0.9375,1.1625,0.325,14.47241975,5.62737575,3.685435,4.9611625,9
9389,M,1.25,1.5125,0.425,36.117263,12.8423235,6.4353365,11.056305,17
9390,M,0.6625,0.925,0.25,6.27941425,2.6932025,1.4458245,1.984465,10
9391,F,1.1125,1.4,0.4375,28.78891725,12.99824575,6.76135575,8.6465975,10
9392,I,1.125,1.4625,0.4,27.9667818,13.947954,6.1518415,7.37087,8
9393,M,1.5,1.8,0.5125,60.2426875,32.47435225,12.3887315,14.17475,11
9394,F,1.2875,1.7,0.4375,47.173568,17.47746675,11.5949455,11.4815475,18
9395,F,0.875,1.15,0.325,13.777857,6.0384435,2.3530085,4.15320175,8
9396,M,1.3125,1.6625,0.45,38.215126,16.59863225,7.38504475,12.190285,18
9397,F,1.15,1.5,0.4125,28.64716975,11.9918385,5.25883225,7.7961125,10
9398,F,1.0125,1.3,0.3,21.36134825,7.3425205,4.4508715,5.59902625,10
9399,M,1.2,1.5625,0.45,35.50774875,16.5844575,8.66077225,8.9300925,11
9400,F,1.25,1.575,0.475,39.730464,12.82814875,9.241937,11.90679,17
9401,I,0.6875,0.925,0.1875,4.32329875,1.644271,0.75126175,1.43164975,6
9402,I,0.7875,1,0.2625,9.19941275,3.95475525,2.26796,2.551455,6
9403,I,0.625,0.8375,0.225,4.082328,2.154562,1.03475675,1.417475,6
9404,F,1.0375,1.325,0.3125,18.75319425,8.34892775,4.9044635,4.819415,9
9405,I,0.45,0.6125,0.175,2.45223175,0.8788345,0.60951425,0.7087375,5
9406,I,1.125,1.4375,0.3625,26.32251075,10.70193625,6.16601625,6.633783,8
9407,M,0.9375,1.25,0.4,18.24290325,6.9456275,4.91863825,5.953395,14
9408,F,1.05,1.325,0.3375,21.8007655,10.432616,4.706017,5.953395,9
9409,M,1.2,1.55,0.45,35.19590425,16.4143605,7.597666,8.50485,11
9410,F,0.9,1.1875,0.2875,13.8062065,5.556502,2.4097075,4.3941725,9
9411,I,0.3375,0.4625,0.1,0.963883,0.3685435,0.170097,0.3118445,5
9412,M,1.125,1.4375,0.3875,26.365035,10.61688775,5.71242425,7.5126175,11
9413,F,1.025,1.35,0.325,22.5945515,10.78698475,5.216308,6.3786375,13
9414,M,1.3,1.65,0.45,42.297454,16.612807,8.561549,14.118051,12
9415,M,1.1875,1.475,0.375,27.54153925,12.1052365,6.22271525,8.0229085,10
9416,F,1,1.3125,0.35,20.31241675,8.164656,4.52174525,5.8116475,9
9417,F,1.1125,1.4375,0.4125,27.8675585,12.1052365,5.79747275,8.50485,11
9418,I,0.95,1.225,0.3,15.3937785,6.73300625,3.27436725,4.53592,9
9419,I,0.5875,0.775,0.225,4.32329875,1.814368,0.94970825,1.2757275,6
9420,M,1.2875,1.575,0.4,34.416293,15.46465225,7.9095105,10.0640725,11
9421,F,1.25,1.6125,0.4875,46.22385975,20.0997955,9.51125725,13.33843975,12
9422,M,1.275,1.6,0.475,41.5887165,19.94387325,8.03708325,11.90679,9
9423,I,0.475,0.6875,0.1875,3.515338,1.54504775,0.83631025,0.9922325,6
9424,M,1,1.3125,0.3625,22.01338675,9.525432,5.2446575,6.520385,8
9425,F,1.3,1.6125,0.475,37.137845,14.401546,9.015141,10.0640725,11
9426,F,1.0875,1.3125,0.375,20.25571775,9.85145125,4.77689075,6.0384435,9
9427,I,0.8,1.05,0.275,9.752228,3.4869885,1.77184375,2.83495,9
9428,F,1.3,1.6875,0.475,42.354153,20.36911575,10.20582,10.0640725,11
9429,M,1.225,1.6125,0.4125,34.8415355,16.3009625,7.881161,10.0640725,9
9430,I,0.55,0.7375,0.175,3.6003865,1.3891255,0.69456275,0.9922325,6
9431,I,0.5375,0.775,0.175,3.6003865,1.927766,0.510291,1.020582,6
9432,M,1.1625,1.525,0.3875,32.47435225,12.303683,7.89533575,7.7961125,13
9433,M,1.275,1.5625,0.4375,36.3157095,14.75591475,7.200773,9.7805775,17
9434,I,1.15,1.4375,0.3875,30.4190135,12.23280925,4.6209685,10.0640725,11
9435,I,1.275,1.55,0.4125,30.43318825,13.56523575,5.82582225,7.5126175,11
9436,I,1.05,1.35,0.325,20.25571775,8.7599955,3.8838815,5.2446575,8
9437,I,0.9875,1.3,0.325,17.463292,8.334753,3.10427025,5.5281525,8
9438,F,1.3125,1.625,0.4875,40.41221225,15.43630275,9.525432,11.7650425,13
9439,F,1.35,1.6125,0.45,41.730464,17.2648455,8.57572375,12.03436275,10
9440,F,1.15,1.475,0.375,32.16250775,16.42853525,5.17378375,8.221355,8
9441,I,0.7375,0.9625,0.2375,9.4970825,4.309124,1.77184375,2.83495,7
9442,F,1.2,1.5375,0.375,27.499015,11.623295,5.9817445,7.2291225,9
9443,I,0.9125,1.2375,0.3125,15.43630275,7.597666,3.4869885,4.15320175,9
9444,F,1.175,1.4875,0.3875,34.6147395,18.5122235,6.350288,8.788345,10
9445,I,0.65,0.8625,0.2375,5.443104,2.22543575,1.77184375,1.984465,6
9446,I,0.525,0.725,0.1875,3.6003865,1.474174,0.69456275,0.9922325,5
9447,I,0.5625,0.725,0.175,3.41611475,1.5025235,0.83631025,1.13398,7
9448,M,1.1,1.4375,0.4125,26.138239,9.62465525,6.0384435,8.0796075,13
9449,F,1.1625,1.45,0.4125,26.46425825,10.6310625,5.23048275,6.6621325,17
9450,F,1.225,1.5625,0.3875,36.0322145,16.40018575,5.783298,10.6310625,16
9451,M,1.1875,1.45,0.425,27.4139665,8.77417025,6.78970525,7.7961125,13
9452,F,0.9625,1.2375,0.3125,19.74542675,8.97261675,3.61456125,5.10291,14
9453,F,0.975,1.2625,0.3125,20.5533875,9.412034,4.649318,5.5281525,9
9454,M,1.0875,1.3375,0.35,23.79940525,8.051258,5.88252125,7.2291225,11
9455,I,1.0625,1.3625,0.375,22.92057075,8.3631025,4.706017,7.654365,11
9456,M,0.9375,1.1875,0.3125,16.40018575,6.7188315,3.27436725,5.386405,12
9457,F,0.9875,1.2875,0.325,18.24290325,8.83086925,3.6003865,5.953395,11
9458,I,0.375,0.525,0.1375,1.190679,0.5386405,0.35436875,0.4252425,6
9459,I,1,1.3125,0.325,18.71067,8.63242275,3.75630875,5.8116475,9
9460,F,0.875,1.125,0.3375,12.54465375,4.9611625,2.721552,4.3941725,13
9461,I,0.925,1.175,0.325,13.05494475,5.37223025,2.4664065,4.139027,8
9462,M,1.275,1.55,0.3875,31.28367325,14.911837,6.010094,8.788345,11
9463,I,0.575,0.7875,0.175,4.20990075,1.871067,0.8788345,1.2757275,6
9464,I,0.9,1.1375,0.3,12.6722265,5.59902625,2.56562975,3.685435,8
9465,M,0.6125,0.8,0.225,4.762716,1.74349425,1.00640725,1.417475,5
9466,F,1.1625,1.475,0.375,28.22192725,12.757275,6.406987,7.7961125,8
9467,M,1.0125,1.35,0.375,24.67823975,10.375917,4.89028875,8.3631025,9
9468,M,1.075,1.3625,0.3875,25.86891875,9.42620875,7.41339425,7.087375,12
9469,I,0.7375,0.9875,0.2125,6.47786075,2.7499015,1.31825175,2.1262125,6
9470,I,0.7,0.9625,0.225,6.540967,2.438057,1.45999925,1.984465,6
9471,F,0.9375,1.275,0.3625,17.56251525,8.12213175,4.20990075,4.139027,7
9472,I,0.6375,0.8625,0.2125,5.6415505,2.7499015,1.0489315,1.7860185,8
9473,M,0.5125,0.6875,0.1875,3.67126025,1.6159215,0.737087,0.9922325,5
9474,I,0.95,1.25,0.3,13.4660125,5.6699,2.99087225,4.252425,8
9475,M,1.025,1.2625,0.3375,17.98775775,7.087375,4.06815325,6.3786375,10
9476,F,1.1875,1.4375,0.45,27.08794725,12.1619355,4.4508715,8.3631025,13
9477,I,0.625,0.825,0.2125,5.5848515,2.19708625,0.89300925,1.417475,6
9478,F,1.3375,1.6625,0.45,38.22930075,16.82542825,7.2858215,12.0485375,12
9479,F,1.1125,1.425,0.45,29.540179,12.26115875,6.16601625,8.50485,9
9480,F,1.0625,1.3125,0.3875,22.41027975,10.39009175,5.40057975,5.8116475,10
9481,F,1.2125,1.55,0.4125,31.467945,13.79203175,7.144074,9.07184,14
9482,I,0.65,0.8375,0.225,5.59902625,2.11203775,1.17650425,1.984465,6
9483,I,1.0375,1.325,0.375,22.12678475,8.63242275,5.2446575,6.80388,10
9484,F,1.2375,1.6125,0.425,36.967748,17.08057375,6.917278,10.0640725,9
9485,F,0.9875,1.2875,0.3,18.71067,8.0796075,3.7137845,4.9611625,10
9486,F,1.2125,1.5625,0.375,33.38153625,13.62193475,7.711064,11.4815475,20
9487,M,1.1875,1.5,0.4125,32.10580875,15.1669825,7.711064,8.221355,10
9488,F,1.225,1.6125,0.3375,34.8415355,14.401546,7.49844275,10.6310625,15
9489,M,1.05,1.375,0.375,19.91552375,8.66077225,4.43669675,5.10291,8
9490,I,0.825,1.075,0.2,8.5331995,3.912231,1.927766,2.6932025,7
9491,I,0.95,1.2375,0.3,14.07552675,6.56290925,2.9199985,4.7343665,7
9492,F,1.3125,1.625,0.475,41.4186195,18.2287285,8.6465975,12.54465375,14
9493,F,1.1625,1.475,0.4125,31.34037225,12.94154675,6.98815175,9.7805775,13
9494,F,1.1375,1.4375,0.3875,29.0582375,13.834556,7.7394135,7.2291225,11
9495,F,0.975,1.225,0.3125,15.365429,6.7188315,3.6003865,4.3941725,11
9496,M,0.9,1.2125,0.3125,15.5071765,6.13766675,4.57844425,3.96893,9
9497,I,0.9625,1.325,0.3375,23.09066775,12.3320325,5.9250455,5.5281525,8
9498,M,1.1125,1.425,0.4125,26.365035,11.566596,6.23689,7.93786,9
9499,F,1.0875,1.4375,0.3875,25.44367625,10.6877615,5.62737575,7.5126175,11
9500,F,1.0625,1.375,0.3125,21.72989175,9.07184,4.63514325,5.2446575,10
9501,M,1.225,1.5625,0.4375,33.5941575,14.69921575,7.3992195,9.31281075,12
9502,M,1.2,1.525,0.4875,27.91008275,10.58853825,5.2446575,10.6310625,19
9503,F,1.2375,1.5125,0.4375,36.457457,16.2442635,6.93145275,9.922325,13
9504,I,0.7875,1.0625,0.25,10.27669375,4.9044635,2.45223175,2.48058125,8
9505,M,1.075,1.4375,0.35,23.586784,11.41067375,4.649318,6.80388,9
9506,I,1.0875,1.425,0.375,21.0069795,9.19941275,3.95475525,5.6699,9
9507,F,0.6875,0.9375,0.2375,5.443104,2.2963095,1.5025235,1.984465,7
9508,M,1.3,1.6,0.5,42.354153,14.74174,8.561549,11.90679,17
9509,I,0.55,0.7375,0.2375,3.288542,1.63009625,0.623689,0.9922325,5
9510,F,1.3,1.675,0.45,40.12871725,19.5895045,9.8372765,8.788345,9
9511,I,0.725,0.9375,0.225,10.4042665,5.57067675,1.82854275,2.551455,6
9512,F,1.275,1.6,0.4,38.11590275,16.839603,7.824462,10.61688775,10
9513,M,1.375,1.8125,0.45,58.7685135,30.29144075,10.20582,13.60776,9
9514,M,1.3,1.6625,0.5125,45.529297,18.1153305,11.2547515,13.60776,15
9515,M,1.35,1.7125,0.4375,43.7999775,19.447757,9.525432,12.17611025,9
9516,F,1.175,1.5125,0.4125,32.431828,15.71979775,7.01650125,8.788345,15
9517,F,1.0125,1.325,0.325,19.63202875,8.1930055,4.479221,5.953395,9
9518,I,0.525,0.725,0.15,2.16873675,1.17650425,0.52446575,0.9922325,3
9519,I,1.0625,1.3125,0.325,19.901349,8.71747125,3.2601925,7.0590255,8
9520,F,1.225,1.5,0.4375,32.0065855,16.4710595,7.597666,8.448151,9
9521,M,1.25,1.625,0.4,37.03862175,16.96717575,8.00873375,9.7805775,9
9522,M,1.2125,1.5,0.4125,31.22697425,11.453198,6.73300625,9.922325,11
9523,I,0.8125,1.05,0.275,10.33339275,4.9611625,2.14038725,2.9766975,11
9524,M,1.0125,1.3125,0.275,18.10115575,8.561549,4.252425,4.35164825,9
9525,I,0.75,1.0125,0.25,7.8528115,3.2601925,1.6726205,2.1262125,6
9526,M,1.075,1.4125,0.3375,23.643483,11.69416875,5.23048275,5.20213325,9
9527,F,1.175,1.5,0.375,30.80173175,13.60776,6.5487345,8.788345,9
9528,I,0.3125,0.425,0.0875,0.963883,0.41106775,0.15592225,0.24097075,4
9529,M,1.125,1.4375,0.4125,29.5118295,12.82814875,7.9095105,8.788345,10
9530,M,1.175,1.475,0.4,25.92561775,10.50348975,4.4508715,8.278054,10
9531,M,1.125,1.4375,0.4,26.32251075,11.4815475,5.329706,8.06543275,10
9532,F,1.1875,1.525,0.4,32.205032,13.53688625,8.15048125,8.3631025,10
9533,I,0.8375,1.125,0.275,12.99824575,5.613201,2.56562975,3.6570855,9
9534,I,0.525,0.7,0.1625,2.8632995,1.20485375,0.623689,0.850485,8
9535,I,0.65,0.875,0.225,5.00368675,2.1262125,1.17650425,1.70097,6
9536,I,0.65,0.8375,0.2125,5.9817445,2.7499015,1.11980525,1.8427175,6
9537,M,1.2,1.5625,0.4125,30.83008125,13.02659525,8.12213175,9.4970825,10
9538,I,1.0125,1.325,0.375,17.08057375,6.5487345,4.01145425,5.953395,9
9539,I,0.725,0.9875,0.225,7.2858215,3.4869885,1.7293195,2.26796,6
9540,M,0.9625,1.2375,0.3125,16.31513725,7.18659825,3.72795925,4.876114,8
9541,I,0.75,1,0.2625,8.618248,3.86970675,1.80019325,2.16873675,7
9542,I,0.7625,1.0125,0.225,10.33339275,4.77689075,2.33883375,2.9766975,6
9543,M,1.2875,1.6625,0.4875,39.745999,16.6411565,9.11436425,10.3475675,11
9544,M,1.275,1.475,0.425,33.5374585,11.32562525,6.9456275,10.0640725,12
9545,M,1.0625,1.3,0.3875,21.70154225,8.94426725,5.17378375,5.953395,9
9546,I,0.5625,0.775,0.2,3.3168915,1.417475,0.680388,1.190679,5
9547,F,1.375,1.7375,0.4375,48.7327905,23.99785175,11.5949455,13.4660125,10
9548,I,0.8,1.0875,0.275,11.97766375,5.4147545,2.5231055,2.83495,7
9549,F,1.225,1.5625,0.3875,32.6302745,15.365429,7.200773,8.788345,10
9550,I,0.625,0.8375,0.2125,5.82582225,2.4097075,1.1056305,1.757669,6
9551,I,0.7375,0.9375,0.2,6.8322295,3.515338,1.2757275,1.97029025,7
9552,M,1.0125,1.2875,0.3,24.097075,9.79475225,5.42892925,6.0951425,8
9553,I,1.075,1.2875,0.35,22.89222125,8.94426725,5.06038575,6.80388,11
9554,I,0.9375,1.1875,0.325,15.5071765,6.16601625,3.64291075,4.9611625,9
9555,F,1.1125,1.5,0.3875,30.43318825,11.90679,6.90310325,9.355335,15
9556,F,1.2125,1.525,0.4125,31.1561005,13.42348825,6.87475375,7.654365,9
9557,F,0.9625,1.375,0.375,23.7285315,10.829509,6.22271525,7.2291225,8
9558,F,1.2125,1.7,0.4375,34.45881725,16.4710595,7.144074,8.788345,9
9559,I,0.775,1.075,0.2375,9.19941275,4.706017,1.97029025,2.551455,6
9560,F,1.2125,1.55,0.4375,38.158427,20.1564945,8.221355,9.355335,11
9561,I,1.0625,1.425,0.3625,24.99008425,10.1774705,5.5848515,7.2291225,9
9562,I,0.8875,1.1875,0.2625,11.3398,5.499803,2.948348,3.96893,8
9563,M,1.1625,1.5125,0.4375,31.18445,10.81533425,5.2446575,10.489315,17
