id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight
20385,I,0.9625,0.7875,0.25,8.63242275,3.798833,1.74349425,2.2963095
20386,I,1.275,1.0,0.35,15.762322,7.484268,3.798833,5.10291
20387,M,1.5625,1.225,0.4375,37.71900975,17.73261225,8.34892775,10.39009175
20388,M,1.5,1.2125,0.4125,32.21920675,15.57805025,7.15824875,8.0796075
20389,M,1.525,1.175,0.3875,30.730858,14.13222575,5.896696,7.7961125
20390,F,1.375,1.0625,0.35,23.09066775,12.79979925,4.83358975,5.5281525
20391,F,1.2625,1.0,0.3625,19.43358225,7.37087,4.195726,5.8116475
20392,F,1.125,0.9125,0.325,12.984071,6.05261825,2.73572675,4.819415
20393,M,1.425,1.15,0.4125,30.900955,10.149121,6.95980225,9.2135875
20394,I,1.425,1.0875,0.35,24.8625115,10.78698475,5.3013565,6.80388
20395,I,0.7125,0.525,0.1875,2.7499015,1.0489315,0.52446575,0.850485
20396,M,1.3,1.025,0.3,22.58037675,11.24057675,3.175144,6.3786375
20397,F,1.45,1.225,0.4125,27.76833525,12.3887315,5.8116475,8.3631025
20398,I,1.0875,0.8375,0.25,9.36950975,3.98310475,2.67902775,2.9766975
20399,M,1.5625,1.225,0.4125,31.9498865,13.2392165,7.314171,8.9300925
20400,I,0.2875,0.25,0.1375,0.41106775,0.09922325,0.1417475,0.1417475
20401,M,1.725,1.375,0.4375,44.8772585,20.8368825,10.602713,11.4815475
20402,M,1.8,1.375,0.575,43.6298805,18.9091165,10.6877615,13.437663
20403,I,1.225,0.925,0.2875,13.097469,6.64795775,3.50116325,3.78465825
20404,M,1.3625,1.0625,0.4125,20.921931,7.087375,4.3374735,7.5126175
20405,I,1.0,0.775,0.2375,9.8939755,3.798833,1.6159215,2.6932025
20406,F,1.65,1.325,0.425,43.02036625,12.1052365,9.128539,11.7650425
20407,M,1.5625,1.2125,0.4,33.55163325,16.48523425,6.73300625,8.9300925
20408,M,1.5375,1.175,0.4125,34.6147395,15.80484625,6.406987,9.355335
20409,F,1.6,1.2375,0.425,35.777069,14.13222575,8.731646,9.865626
20410,I,1.2625,0.9875,0.2875,19.17843675,9.355335,3.912231,5.2446575
20411,F,1.6375,1.325,0.5375,43.02036625,19.7029025,10.2341695,12.45960525
20412,F,1.475,1.175,0.4,28.8314415,11.77921725,6.1518415,8.3631025
20413,I,1.225,0.95,0.3375,15.74814725,6.16601625,3.061746,4.3941725
20414,M,1.725,1.35,0.475,46.096287,21.04950375,7.78193775,13.36678925
20415,I,0.9625,0.775,0.25,8.06543275,3.458639,1.80019325,2.26796
20416,I,1.2,0.875,0.3125,16.51358375,7.10154975,3.0333965,4.9611625
20417,M,1.2875,0.9875,0.3375,15.2236815,6.917278,3.5436875,5.10291
20418,M,1.4625,1.175,0.3875,26.988724,10.6877615,6.22271525,8.221355
20419,F,1.55,1.2125,0.3875,31.6096925,13.25339125,7.41339425,9.93649975
20420,F,1.425,1.125,0.3625,25.72717125,11.35397475,6.0384435,7.087375
20421,F,1.6125,1.225,0.3875,33.40988575,14.628342,6.36446275,9.08601475
20422,F,1.5,1.1875,0.4125,32.81454625,14.5999925,7.3992195,9.525432
20423,I,0.925,0.6875,0.225,5.59902625,1.77184375,1.51669825,1.984465
20424,I,0.675,0.4875,0.15,2.8066005,1.020582,0.52446575,0.850485
20425,M,1.6,1.25,0.4,34.5580405,15.422128,6.4353365,8.788345
20426,M,1.55,1.2125,0.4,31.19862475,13.9196045,6.917278,8.3631025
20427,F,1.3,1.025,0.3375,20.921931,9.2135875,4.479221,5.8116475
20428,M,1.325,1.0125,0.3,18.824068,8.3631025,4.7343665,5.2446575
20429,I,0.6375,0.4875,0.15,2.82077525,1.077281,0.5953395,0.737087
20430,M,1.15,0.8875,0.2875,15.6772735,8.1930055,3.78465825,4.2240755
20431,F,1.5125,1.2125,0.4125,31.127751,11.453198,6.917278,10.489315
20432,F,1.6125,1.225,0.375,32.16250775,13.1825175,7.52679225,8.9300925
20433,I,0.8875,0.6625,0.275,6.95980225,2.70737725,1.6159215,2.1262125
20434,I,1.1625,0.925,0.2875,14.81261375,6.7188315,3.30271675,4.0539785
20435,M,1.5,1.1875,0.4125,29.63940225,12.94154675,6.3219385,7.93786
20436,I,1.0375,0.775,0.225,9.63883,4.9611625,2.11203775,2.83495
20437,F,1.375,1.0625,0.3625,26.09571475,11.3398,6.59125875,7.2291225
20438,F,1.5375,1.2375,0.375,31.18445,15.025235,6.36446275,7.93786
20439,F,1.4,1.1125,0.35,24.323871,10.41844125,5.896696,7.654365
20440,I,1.325,1.0375,0.325,17.56251525,6.76135575,3.50116325,5.14543425
20441,F,1.65,1.25,0.475,45.25997675,22.01338675,9.5537815,12.190285
20442,M,1.3375,1.0125,0.35,20.638436,9.05766525,4.89028875,5.386405
20443,F,1.3125,1.0625,0.3625,19.504456,7.9095105,4.5075705,5.8116475
20444,F,1.5625,1.2125,0.4125,31.51046925,11.679994,8.051258,10.0640725
20445,I,1.15,0.8875,0.2875,13.9196045,6.4920355,3.35941575,4.876114
20446,M,1.5875,1.2625,0.4125,36.173962,18.63979625,7.427569,9.7805775
20447,M,1.3125,1.0625,0.35,23.09066775,11.4248485,4.63514325,6.9456275
20448,F,1.6,1.225,0.375,36.95357325,16.82542825,7.41339425,9.48290775
20449,I,1.3625,1.025,0.35,16.92601175,7.9095105,3.2601925,4.52174525
20450,M,1.725,1.4125,0.4875,47.513762,19.6462035,11.89261525,17.57669
20451,I,1.25,0.9625,0.3125,13.5794105,5.5848515,2.9199985,4.252425
20452,I,0.9875,0.7375,0.2,8.845044,4.0539785,1.88524175,2.551455
20453,I,0.9625,0.75,0.2125,8.901743,4.0539785,1.88524175,2.551455
20454,F,1.3375,1.05,0.3625,19.77377625,7.7961125,4.60679375,6.23689
20455,M,1.175,0.9375,0.3125,13.53688625,6.02426875,3.16096925,4.06815325
20456,M,1.2625,0.975,0.2875,18.24290325,8.391452,3.7137845,4.819415
20457,M,1.3125,1.0,0.3875,20.70930975,7.9095105,4.89028875,5.5281525
20458,I,1.0125,0.75,0.25,7.9095105,3.41611475,1.7293195,2.26796
20459,I,0.6625,0.5125,0.175,2.83495,1.1056305,0.793786,0.9922325
20460,M,1.5625,1.275,0.5,32.89959475,14.7133905,7.257472,9.4970825
20461,F,1.425,1.1,0.375,28.64716975,11.49572225,6.1518415,7.6260155
20462,I,0.925,0.6875,0.225,6.10931725,2.721552,1.14815475,1.8427175
20463,I,1.025,0.75,0.225,8.40562675,3.96893,1.757669,2.4097075
20464,I,1.025,0.775,0.2375,8.50485,3.55786225,1.85689225,2.48058125
20465,M,1.15,0.875,0.2875,13.53688625,5.953395,2.4664065,4.35164825
20466,M,1.5125,1.2,0.4,33.40988575,15.1669825,6.90310325,9.355335
20467,F,1.6125,1.25,0.5,40.993377,13.834556,10.6877615,12.757275
20468,F,1.6125,1.275,0.425,39.41997975,19.731252,9.99319875,9.1001895
20469,M,1.525,1.2,0.4,28.91649,13.834556,6.066793,8.40562675
20470,F,1.1875,0.925,0.2625,12.984071,5.74077375,2.87747425,3.855532
20471,I,1.1875,0.8875,0.3,13.551061,5.8683465,3.005047,4.252425
20472,M,1.3125,1.025,0.35,26.09571475,11.1413535,5.59902625,7.087375
20473,F,1.4125,1.1125,0.45,27.78251,10.77281,4.57844425,8.9300925
20474,M,1.775,1.375,0.475,44.9906565,17.22232125,9.6104805,11.509897
20475,I,1.1125,0.8375,0.2625,12.7289255,6.25106475,2.608154,3.2601925
20476,I,0.75,0.5375,0.2125,3.7137845,1.3891255,0.8221355,1.190679
20477,F,1.425,1.125,0.3375,28.16522825,13.65028425,6.293589,6.6621325
20478,I,0.8625,0.65,0.2125,5.03203625,2.3530085,1.0489315,1.5592225
20479,F,1.3125,0.9875,0.325,18.24290325,8.32057825,4.53592,4.819415
20480,M,1.5625,1.2,0.4,29.5685285,13.31009025,7.0023265,8.6465975
20481,F,1.5,1.15,0.3625,26.1665885,12.1619355,4.57844425,7.5126175
20482,F,1.5375,1.175,0.4875,35.98969025,17.1514475,6.6054335,8.1930055
20483,I,1.0125,0.725,0.25,7.98038425,3.175144,1.4458245,2.4097075
20484,I,1.1875,0.925,0.3125,14.78426425,6.2085405,3.345241,4.195726
20485,M,1.4625,1.25,0.3875,27.499015,11.793392,6.19436575,7.7961125
20486,F,1.55,1.2125,0.4125,35.98969025,16.612807,7.10154975,8.221355
20487,M,1.55,1.2125,0.4375,36.61337925,15.0535845,7.52679225,9.7805775
20488,M,1.425,1.0375,0.35,23.40251225,8.77417025,4.86193925,7.654365
20489,F,1.6375,1.3,0.4375,38.76794125,14.33067225,8.60407325,10.84368375
20490,M,1.2375,1.0,0.3125,18.58309725,7.04485075,4.63514325,5.2446575
20491,F,1.3625,1.05,0.35,19.901349,7.3425205,4.49339575,5.10291
20492,M,1.4625,1.1375,0.375,31.581343,13.5794105,7.58349125,6.7188315
20493,M,1.8,1.4,0.55,54.260943,19.5895045,10.87203325,18.66814575
20494,M,1.5875,1.2625,0.4375,35.98969025,15.97494325,8.68912175,9.62465525
20495,F,1.65,1.2875,0.425,38.03085425,17.39241825,8.66077225,11.056305
20496,I,1.0875,0.825,0.25,12.5021295,5.839997,2.891649,2.9199985
20497,I,0.4,0.3,0.1,0.5953395,0.21262125,0.1984465,0.1984465
20498,M,1.8375,1.4875,0.5,49.34230475,23.91280325,10.6310625,17.57669
20499,M,0.5,0.3625,0.2,0.680388,0.35436875,0.2551455,0.2551455
20500,F,1.7,1.2875,0.4625,49.85259575,16.44271,10.70193625,13.324265
20501,M,1.675,1.3125,0.4875,43.21881275,18.24290325,10.432616,15.4504775
20502,I,0.925,0.725,0.25,7.58349125,3.04757125,1.60174675,2.16873675
20503,F,1.475,1.225,0.4,31.2694985,11.97766375,6.90310325,9.08601475
20504,F,1.475,1.1625,0.3875,28.02348075,10.16329575,5.8683465,9.2135875
20505,M,1.3375,1.05,0.325,22.1976585,10.5176645,4.025629,5.6982495
20506,I,0.85,0.65,0.1875,5.10291,2.26796,1.03475675,1.5592225
20507,F,1.5,1.225,0.4625,30.94347925,11.9918385,6.2085405,10.0640725
20508,M,1.375,1.075,0.375,22.2543575,8.3064035,5.3580555,6.6621325
20509,I,0.875,0.6625,0.225,7.10154975,3.175144,1.7293195,2.26796
20510,M,1.8375,1.425,0.4875,57.6345335,26.7902775,11.60912025,14.84096325
20511,I,1.0,0.7625,0.2375,9.979024,4.23825025,1.927766,2.9766975
20512,F,1.725,1.375,0.4375,47.95317925,17.1514475,10.6877615,13.7495075
20513,I,0.6875,0.5,0.2,2.83495,0.97805775,0.623689,0.97805775
20514,F,1.1875,0.9375,0.3125,16.37183625,6.7188315,3.6003865,4.9611625
20515,I,0.725,0.525,0.15,2.83495,1.077281,0.623689,0.850485
20516,I,1.2875,1.0,0.3125,17.19397175,7.1724235,3.75630875,4.53592
20517,I,1.3125,1.0,0.325,22.11261,9.1001895,4.7910655,7.7961125
20518,I,0.7125,0.525,0.2,2.83495,1.1623295,0.66621325,0.850485
20519,I,1.0375,0.825,0.25,11.793392,5.10291,2.50893075,2.7499015
20520,M,1.475,1.175,0.3875,27.08794725,12.3320325,6.747181,7.93786
20521,F,1.5375,1.1875,0.3375,27.895908,13.891255,6.917278,5.5281525
20522,M,1.5375,1.2625,0.4375,36.3724085,13.097469,7.55514175,9.7805775
20523,I,0.7875,0.6,0.1875,3.64291075,1.54504775,0.83631025,1.13398
20524,F,1.475,1.15,0.3875,28.44872325,14.38737125,5.51397775,9.5537815
20525,F,1.6375,1.2875,0.525,36.72677725,17.1514475,8.15048125,10.0640725
20526,I,0.9625,0.75,0.25,8.17883075,3.44446425,1.871067,2.494756
20527,M,1.6375,1.2625,0.425,36.55668025,17.803486,8.88756825,10.56018875
20528,M,0.6625,0.525,0.175,2.99087225,1.1623295,0.623689,0.9922325
20529,M,1.45,1.1,0.3875,27.54153925,14.47241975,5.71242425,7.2291225
20530,I,0.9875,0.75,0.2125,7.55514175,3.2601925,1.31825175,2.1262125
20531,I,1.175,0.9,0.3125,14.2030995,5.7549485,3.345241,4.6776675
20532,I,1.25,0.9375,0.3,15.35125425,7.98038425,3.01922175,4.6776675
20533,M,1.25,0.9625,0.3125,20.87940675,9.14271375,4.876114,6.0951425
20534,F,1.225,0.95,0.2625,15.15280775,6.90310325,3.18931875,4.819415
20535,I,1.4375,1.15,0.3,24.73493875,10.9712565,5.556502,7.37087
20536,M,1.3,1.0,0.375,21.64484325,9.48290775,4.8477645,5.953395
20537,I,1.375,1.075,0.3125,18.69649525,8.43397625,2.96252275,5.6699
20538,M,1.675,1.2625,0.45,42.2124055,17.10892325,10.7444605,10.886208
20539,I,1.3125,1.025,0.375,18.12950525,8.50485,4.32329875,6.80388
20540,F,0.8875,0.675,0.2,6.123492,2.28213475,1.0489315,1.7860185
20541,F,1.5125,1.1875,0.375,36.117263,13.13999325,6.78970525,9.355335
20542,I,1.3125,0.975,0.325,16.71203025,6.6054335,3.24601775,5.10291
20543,I,0.9125,0.675,0.1875,6.406987,2.83495,1.13398,1.644271
20544,I,0.8875,0.675,0.25,6.30776375,2.6932025,1.45999925,1.984465
20545,I,1.3,1.0,0.3,17.98775775,8.00873375,3.231843,4.252425
20546,M,1.55,1.2,0.4375,35.6920205,15.40795325,6.2652395,9.7805775
20547,F,1.85,1.5,0.5125,72.4329725,32.13415825,14.18892475,17.0097
20548,I,0.875,0.65,0.225,5.613201,2.721552,1.0489315,1.70097
20549,M,1.1875,0.9375,0.3125,12.984071,4.23825025,2.9766975,4.252425
20550,F,1.3125,1.025,0.2875,20.0430965,8.34892775,4.12485225,5.10291
20551,M,1.4875,1.225,0.4125,31.1561005,13.1825175,6.13766675,8.6465975
20552,I,1.3,0.9875,0.3,17.4349425,8.845044,3.742134,4.252425
20553,M,1.3125,1.0,0.3875,20.96445525,7.92368525,4.40834725,7.37087
20554,I,0.7625,0.575,0.1875,4.20990075,1.97029025,0.92135875,1.2757275
20555,M,1.375,1.0625,0.3375,21.9708625,8.91591775,5.0745605,6.80388
20556,M,1.55,1.175,0.4375,31.808139,13.79203175,7.41339425,8.80251975
20557,I,1.1,0.875,0.275,12.417081,5.59902625,2.8066005,3.685435
20558,F,1.4375,1.1125,0.3375,22.52367775,9.42620875,5.82582225,6.520385
20559,M,1.4875,1.175,0.4125,30.957654,14.50076925,5.6699,7.654365
20560,F,1.5125,1.2,0.4,29.49765475,12.00601325,6.2085405,8.50485
20561,M,1.5125,1.1375,0.3875,31.581343,13.59358525,7.597666,8.50485
20562,M,1.55,1.25,0.4375,32.78659075,13.50853675,6.42116175,9.4970825
20563,I,0.9875,0.775,0.2125,8.674947,3.10427025,1.43164975,2.551455
20564,I,0.7625,0.5375,0.1875,3.35941575,1.54504775,0.737087,0.9355335
20565,F,1.625,1.225,0.425,32.16250775,13.947954,8.334753,9.922325
20566,F,1.575,1.2,0.4,31.2694985,14.69921575,7.597666,8.50485
20567,F,1.275,0.975,0.3625,19.43358225,9.87980075,4.3941725,5.54232725
20568,I,1.3125,0.9625,0.3125,16.68368075,6.690482,3.04757125,5.03203625
20569,M,1.6375,1.25,0.5125,43.02036625,18.15785475,8.901743,11.4815475
20570,M,1.3375,1.0875,0.4125,23.79940525,8.50485,5.40057975,7.654365
20571,I,0.6875,0.5125,0.175,2.438057,1.13398,0.52446575,0.850485
20572,I,0.8375,0.65,0.2125,5.443104,2.26796,1.304077,1.8427175
20573,I,0.8875,0.675,0.2875,5.88252125,2.721552,1.0489315,1.984465
20574,M,1.4875,1.2,0.4,35.19590425,18.63979625,7.89533575,7.654365
20575,M,1.4375,1.1875,0.425,28.44872325,10.21999475,6.747181,9.2135875
20576,M,1.45,1.1625,0.4375,30.730858,10.90038275,4.49339575,10.0073735
20577,M,1.575,1.2125,0.425,35.81959325,15.77649675,8.54737425,9.63883
20578,M,1.5625,1.225,0.4125,30.0221205,12.6155275,6.16601625,9.02931575
20579,M,1.475,1.1375,0.3875,28.066005,13.87708025,6.80388,7.93786
20580,M,1.6375,1.2875,0.45,39.7743485,17.78931125,8.731646,11.90679
20581,M,1.4125,1.1375,0.3625,27.17299575,8.845044,5.8116475,9.355335
20582,I,0.725,0.525,0.2125,3.72795925,1.5025235,0.80796075,0.850485
20583,I,1.45,1.1375,0.3875,25.287754,11.0846545,5.42892925,6.76135575
20584,F,0.9625,0.75,0.2,9.8372765,4.46504625,1.43164975,2.494756
20585,F,1.7125,1.325,0.425,44.04094825,19.46193175,10.7444605,11.623295
20586,F,1.5375,1.125,0.45,31.19862475,13.891255,7.824462,8.0796075
20587,I,0.9375,0.7125,0.2375,8.15048125,3.231843,1.91359125,2.9766975
20588,F,1.575,1.2875,0.3875,29.5685285,12.57300325,7.7394135,8.3631025
20589,M,1.575,1.2125,0.4375,35.777069,15.94659375,8.164656,8.0796075
20590,M,1.55,1.2,0.3875,29.7386255,14.04717725,5.7549485,8.6465975
20591,F,1.375,1.0375,0.325,22.58037675,10.432616,4.9044635,5.953395
20592,M,1.7375,1.3625,0.525,61.6034635,31.34037225,14.7133905,13.891255
20593,F,1.6875,1.3125,0.475,44.69298675,20.45416425,10.70193625,12.757275
20594,F,1.4,1.1875,0.4125,27.839209,8.845044,4.57844425,9.355335
20595,F,1.6625,1.2875,0.5,35.81959325,14.33067225,8.5898985,10.489315
20596,I,1.1875,0.8875,0.25,12.68640125,5.499803,2.551455,3.2601925
20597,I,1.0375,0.775,0.2625,8.674947,3.98310475,2.08368825,2.6365035
20598,F,1.4375,1.2125,0.4375,35.19590425,11.8784405,7.47009325,13.7495075
20599,I,1.375,1.075,0.375,22.75047375,9.90815025,4.6209685,7.93786
20600,M,1.6125,1.25,0.45,50.8306535,15.63474925,9.128539,15.025235
20601,I,1.05,0.7625,0.2125,10.27669375,4.77689075,1.77184375,2.324659
20602,F,1.225,0.9375,0.325,15.37960375,4.7910655,3.345241,5.2446575
20603,F,1.2625,0.95,0.3125,14.004653,5.74077375,2.6932025,4.9611625
20604,F,1.575,1.225,0.3875,29.199985,14.628342,6.3219385,8.3631025
20605,F,1.5,1.175,0.3625,26.365035,11.15552825,5.2446575,8.788345
20606,M,1.7125,1.3,0.375,36.627554,18.83824275,7.767763,8.9300925
20607,M,1.4,1.1,0.3625,24.6357155,9.865626,4.57844425,8.9300925
20608,I,1.1,0.8625,0.2875,11.396499,4.7910655,2.65067825,3.8271825
20609,M,1.7375,1.375,0.5,49.8100715,23.43086175,9.51125725,16.0174675
20610,F,1.525,1.2375,0.4625,32.16250775,11.736693,8.63242275,9.355335
20611,M,1.5625,1.2125,0.4375,33.9910505,13.99047825,9.8939755,11.7650425
20612,I,0.975,0.725,0.2375,8.23552975,3.35941575,1.8994165,2.5231055
20613,F,1.5875,1.25,0.4375,39.2073585,19.391058,8.83086925,11.056305
20614,M,1.6125,1.2625,0.375,36.0116325,16.499409,8.40562675,9.07184
20615,M,1.4625,1.175,0.4375,31.70891575,13.36678925,6.16601625,9.922325
20616,I,0.925,0.6875,0.25,6.95980225,3.3735905,1.37495075,2.1262125
20617,F,1.575,1.2375,0.4375,31.62386725,14.4298955,7.597666,9.63883
20618,F,1.5875,1.2375,0.4625,40.83745475,16.68368075,9.17106325,10.0640725
20619,F,1.675,1.3125,0.4,40.44056175,18.2287285,8.674947,10.3475675
20620,I,1.2875,0.8875,0.3125,16.23008875,8.00873375,3.24601775,3.96893
20621,F,1.3625,1.0875,0.3375,20.184844,8.34892775,3.8838815,6.3786375
20622,F,1.4375,1.1125,0.3625,26.32251075,12.643877,6.67630725,7.087375
20623,M,1.475,1.1625,0.375,27.37144225,12.587178,6.010094,7.37087
20624,M,1.4375,1.1,0.4125,26.01066625,11.38232425,5.783298,7.087375
20625,I,1.45,1.125,0.375,24.777463,10.33339275,5.783298,7.087375
20626,M,0.925,0.6875,0.25,6.95980225,2.721552,1.74349425,2.26796
20627,F,1.575,1.275,0.4375,35.50774875,16.159215,7.72523875,10.84368375
20628,I,1.4625,1.15,0.375,23.71435675,11.1413535,4.91863825,7.087375
20629,I,0.6375,0.475,0.1625,2.76407625,1.00640725,0.5953395,0.8788345
20630,I,1.2125,0.9625,0.3125,15.5071765,6.9456275,3.8838815,4.60679375
20631,I,0.5375,0.3375,0.125,1.48834875,0.89300925,0.26932025,0.396893
20632,M,1.725,1.425,0.425,51.199197,21.53144525,10.70193625,18.200379
20633,I,1.25,0.975,0.3125,15.5071765,7.2291225,3.58621175,4.1106775
20634,I,1.4875,1.1625,0.375,29.5118295,9.96484925,6.10931725,10.9145575
20635,I,1.0125,0.775,0.25,9.63883,4.12485225,1.7293195,2.28213475
20636,F,1.6125,1.275,0.5875,39.7743485,13.777857,7.98038425,13.60776
20637,F,1.6375,1.3125,0.5,38.71124225,16.68368075,8.391452,12.0485375
20638,M,1.3125,0.95,0.3375,22.77882325,9.525432,5.11708475,5.953395
20639,I,1.025,0.75,0.25,8.618248,3.55786225,1.48834875,2.551455
20640,M,0.475,0.3375,0.1,0.89300925,0.283495,0.18427175,0.3118445
20641,I,1.075,0.8125,0.275,10.41844125,4.49339575,2.891649,2.9766975
20642,I,1.2,0.925,0.3125,15.1102835,7.200773,3.01922175,3.8271825
20643,M,1.6125,1.25,0.4875,38.51279575,18.5122235,8.12213175,13.04077
20644,I,1.2875,0.9625,0.3625,19.674553,9.07184,4.082328,4.9611625
20645,I,1.3125,1.0375,0.3375,22.92057075,9.979024,4.6209685,6.23689
20646,F,1.4125,1.1,0.3375,24.5790165,9.07184,4.9611625,6.80388
20647,I,0.925,0.7,0.25,6.0951425,2.211261,1.74349425,1.984465
20648,I,0.975,0.725,0.225,7.2858215,3.515338,1.0489315,2.1829115
20649,F,1.6375,1.3125,0.45,41.31939625,17.84601025,8.85921875,14.458245
20650,F,1.2,0.925,0.3,12.74310025,4.97533725,2.2963095,4.252425
20651,F,1.4125,1.075,0.425,23.0481435,9.48290775,5.76912325,7.087375
20652,M,1.175,0.9125,0.3125,15.252031,5.953395,3.72795925,5.2446575
20653,F,1.625,1.3125,0.45,36.61337925,16.8112535,8.731646,10.489315
20654,I,1.1,0.8375,0.275,11.509897,4.74854125,2.2963095,3.458639
20655,M,1.8375,1.425,0.4375,61.6034635,26.97454925,13.87708025,15.20950675
20656,F,1.4375,1.125,0.4,27.54153925,13.154168,4.3374735,7.5126175
20657,F,1.6125,1.25,0.4,37.761534,14.004653,7.78193775,10.44679075
20658,M,1.45,1.125,0.3375,26.2232875,11.1413535,6.78970525,7.7961125
20659,I,0.875,0.6625,0.225,7.9095105,3.55786225,1.85689225,1.984465
20660,M,1.5125,1.2,0.4125,33.622507,14.13222575,7.35669525,8.9300925
20661,M,1.25,1.0,0.3625,18.824068,7.8528115,3.64291075,5.9250455
20662,F,1.2375,0.9375,0.35,17.36406875,7.6827145,3.2601925,4.819415
20663,I,1.2125,0.975,0.35,16.2442635,6.690482,3.2601925,5.159609
20664,F,1.325,1.0375,0.3375,20.921931,9.8939755,4.479221,5.386405
20665,M,1.675,1.3125,0.5125,40.9650275,18.9091165,8.83086925,14.5999925
20666,I,1.1375,0.925,0.3125,17.349894,8.50485,4.01145425,4.23825025
20667,F,1.5,1.1625,0.4375,28.42037375,11.35397475,5.74077375,7.7961125
20668,M,1.2125,0.9375,0.3,13.777857,5.2446575,3.86970675,4.3941725
20669,M,1.2125,0.9625,0.325,17.02387475,5.613201,4.025629,5.06038575
20670,F,1.425,1.1,0.4125,25.92561775,11.8784405,5.48562825,7.7961125
20671,F,1.5,1.1875,0.4125,31.467945,13.5227115,6.59125875,9.7805775
20672,F,1.5625,1.225,0.425,33.04134225,13.13999325,6.59125875,8.7599955
20673,F,1.6375,1.3,0.4875,38.96638775,19.83047525,8.85921875,10.4609655
20674,F,1.025,0.8125,0.2625,8.5331995,3.515338,1.871067,2.6932025
20675,M,1.5125,1.1375,0.4125,31.694741,15.80484625,7.314171,7.7961125
20676,F,1.475,1.15,0.3375,30.51823675,13.2959155,4.63514325,7.654365
20677,F,1.5375,1.2375,0.4375,37.1094955,14.84096325,9.22776225,9.2135875
20678,I,1.275,0.9875,0.35,16.85377775,7.78193775,4.01145425,5.386405
20679,M,1.4875,1.15,0.375,26.932025,13.62193475,5.42892925,7.2291225
20680,I,0.7125,0.525,0.2125,3.005047,1.17650425,0.75126175,0.9922325
20681,F,1.6375,1.2875,0.425,36.85435,16.499409,8.34892775,9.79475225
20682,F,1.525,1.225,0.4125,32.205032,13.5794105,8.15048125,8.9300925
20683,I,0.775,0.625,0.2,4.3941725,1.60174675,1.03475675,1.34660125
20684,M,1.525,1.2125,0.4125,35.3518265,11.8217415,6.95980225,9.7805775
20685,M,1.4625,1.1875,0.375,27.612413,12.20445975,5.40057975,8.1930055
20686,I,1.375,1.1125,0.3875,22.83552225,7.92368525,4.4508715,7.37087
20687,F,1.5,1.225,0.4125,31.00017825,11.4248485,7.200773,8.0796075
20688,I,1.375,1.1,0.3875,24.2955215,10.375917,4.9044635,7.7961125
20689,I,1.1,0.8875,0.2875,14.81261375,5.1312595,2.79242575,3.8271825
20690,F,1.45,1.125,0.3625,28.76056775,12.82814875,6.350288,7.5126175
20691,I,0.625,0.4375,0.15,1.99863975,0.77961125,0.226796,0.56699
20692,F,1.125,0.9125,0.325,13.62193475,5.329706,3.231843,4.1106775
20693,F,1.6125,1.275,0.4875,38.73959175,14.7133905,9.241937,11.623295
20694,F,1.55,1.225,0.4125,31.18445,13.93377925,6.577084,9.922325
20695,I,1.275,1.0,0.375,18.10115575,7.824462,4.4508715,5.5281525
20696,F,1.175,0.975,0.325,14.04717725,5.74077375,3.6003865,4.819415
20697,M,1.325,1.0125,0.45,28.22192725,12.23280925,6.1518415,8.9300925
20698,F,1.5,1.225,0.375,31.808139,13.90542975,6.8889285,8.50485
20699,F,1.125,0.875,0.325,13.8062065,5.57067675,3.01922175,4.6776675
20700,I,0.85,0.6625,0.2125,6.7188315,2.56562975,1.26155275,1.984465
20701,F,1.6125,1.225,0.4,38.93803825,16.23008875,9.68135425,9.979024
20702,I,1.0,0.75,0.3625,8.901743,3.92640575,1.68679525,3.118445
20703,F,1.525,1.225,0.425,29.78114975,11.623295,6.6621325,8.6465975
20704,M,1.6625,1.3375,0.5125,43.02036625,19.561155,10.262519,11.7650425
20705,F,1.6375,1.275,0.45,43.02036625,19.6462035,8.57572375,11.5949455
20706,M,1.325,1.0125,0.35,21.38969775,9.99319875,5.23048275,5.8116475
20707,F,1.5375,1.1875,0.425,32.0065855,14.33067225,7.32834575,9.7805775
20708,F,1.425,1.1,0.325,25.7129965,10.829509,6.59125875,7.654365
20709,I,1.1875,0.9375,0.35,18.597272,8.391452,3.7704835,3.96893
20710,F,1.4,1.1125,0.4125,26.2232875,11.12717875,5.34388075,9.4970825
20711,F,1.5375,1.2,0.4625,31.19862475,14.35902175,6.406987,8.3631025
20712,I,0.7125,0.525,0.175,3.13261975,1.17650425,0.75126175,0.9922325
20713,M,0.95,0.7,0.25,7.81028725,3.2601925,1.7293195,2.4097075
20714,F,1.5125,1.2125,0.4,32.545226,11.77921725,6.520385,9.39785925
20715,M,1.325,1.0375,0.375,22.66542525,9.6671795,5.9817445,6.6621325
20716,M,1.4,1.0625,0.3875,25.92561775,11.04213025,6.10931725,7.7961125
20717,M,1.425,1.05,0.35,25.1460065,11.15552825,6.066793,6.0951425
20718,M,1.675,1.35,0.475,43.0628905,12.94154675,10.999606,11.90679
20719,M,1.775,1.325,0.4875,43.6298805,13.947954,10.56018875,12.8990225
20720,M,1.325,1.0125,0.375,22.43862925,6.7188315,4.706017,6.9456275
20721,M,1.5125,1.2,0.4,32.2333815,10.4609655,7.881161,10.6310625
20722,I,0.8625,0.65,0.225,5.10291,2.551455,1.54504775,1.5592225
