ID,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,type,location,quality
2573,6.5,0.26,0.43,8.9,0.083,50,171,0.9965,2.85,0.5,9,white,Texas,5
2574,6.6,0.25,0.24,1.7,0.048,26,124,0.9942,3.37,0.6,10.1,white,California,6
2575,6.1,0.16,0.34,6.1,0.034,31,114,0.99365,3.32,0.58,10.15,white,California,7
2576,8.8,0.34,0.33,9.7,0.036,46,172,0.9966,3.08,0.4,10.2,white,Texas,5
2577,6.9,0.4,0.56,11.2,0.043,40,142,0.9975,3.14,0.46,8.7,white,California,5
2578,7.8,0.53,0.01,1.6,0.077,3,19,0.995,3.16,0.46,9.8,red,California,5
2579,6.6,0.23,0.27,5.6,0.043,43,164,0.9953,3.27,0.76,9.5,white,Texas,5
2580,7.4,0.5,0.47,2,0.086,21,73,0.997,3.36,0.57,9.1,red,Texas,5
2581,7,0.22,0.26,2.8,0.036,44,132,0.99078,3.34,0.41,12,white,California,7
2582,6.4,0.3,0.38,7.8,0.046,35,192,0.9955,3.1,0.37,9,white,Texas,5
2583,6.3,0.15,0.3,1.4,0.022,38,100,0.99099,3.42,0.57,11.4,white,California,7
2584,6.2,0.23,0.23,1.2,0.018,18,128,0.99178,3.05,0.28,10.6,white,California,5
2585,8.8,0.35,0.49,1,0.036,14,56,0.992,2.96,0.33,10.5,white,Texas,4
2586,7,0.24,0.51,11,0.029,55,227,0.9965,3.03,0.61,9.5,white,Texas,5
2587,7.8,0.4,0.49,7.8,0.06,34,162,0.9966,3.26,0.58,11.3,white,California,6
2588,6.7,0.21,0.32,5.4,0.047,29,140,0.995,3.39,0.46,9.7,white,Texas,6
2589,7.2,0.53,0.13,2,0.058,18,22,0.99573,3.21,0.68,9.9,red,California,6
2590,7.9,0.33,0.26,1.2,0.044,23,103,0.9932,3.19,0.54,10.5,white,California,6
2591,7.9,0.24,0.4,1.6,0.056,11,25,0.9967,3.32,0.87,8.7,red,California,6
2592,6.8,0.25,0.38,8.1,0.046,24,155,0.9956,3.33,0.59,10.2,white,California,6
2593,10.6,0.28,0.39,15.5,0.069,6,23,1.0026,3.12,0.66,9.2,red,Texas,5
2594,6.9,0.2,0.28,1.2,0.048,36,159,0.9936,3.19,0.43,9.1,white,Texas,6
2595,5.9,0.32,0.39,3.3,0.114,24,140,0.9934,3.09,0.45,9.2,white,Texas,6
2596,7.2,0.115,0.3,6.8,0.056,26,105,0.9954,3.44,0.4,9.6,white,California,6
2597,7,0.2,0.37,2,0.03,26,136,0.9932,3.28,0.61,10.2,white,California,6
2598,6.1,0.2,0.4,1.9,0.028,32,138,0.9914,3.26,0.72,11.7,white,Texas,5
2599,6.6,0.25,0.39,1.45,0.04,40,89,0.9911,3.35,0.4,11.4,white,California,7
2600,6.4,0.4,0.19,3.2,0.033,28,124,0.9904,3.22,0.54,12.7,white,California,7
2601,6.8,0.62,0.08,1.9,0.068,28,38,0.99651,3.42,0.82,9.5,red,Texas,6
2602,7.1,0.23,0.24,5.4,0.039,60,196,0.9948,3.19,0.78,10,white,Texas,4
2603,6.9,0.12,0.36,2.2,0.037,18,111,0.9919,3.41,0.82,11.9,white,Texas,8
2604,6.6,0.41,0.16,1.4,0.037,28,160,0.99167,2.95,0.45,10.6,white,California,6
2605,7.5,0.26,0.31,1.6,0.032,36,109,0.99044,2.97,0.43,11.9,white,California,6
2606,11.6,0.44,0.64,2.1,0.059,5,15,0.998,3.21,0.67,10.2,red,Texas,6
2607,6.6,0.2,0.14,4.4,0.184,35,168,0.99396,2.93,0.45,9.4,white,California,6
2608,6.7,0.25,0.33,2.9,0.057,52,173,0.9934,3.02,0.48,9.5,white,California,7
2609,6.8,0.26,0.24,7.8,0.052,54,214,0.9961,3.13,0.47,8.9,white,Texas,5
2610,6.9,0.35,0.55,11.95,0.038,22,111,0.99687,3.11,0.29,9.7,white,Texas,5
2611,7.6,0.27,0.29,2.5,0.059,37,115,0.99328,3.09,0.37,9.8,white,California,5
2612,7.1,0.2,0.3,0.9,0.019,4,28,0.98931,3.2,0.36,12,white,California,6
2613,7,0.6,0.3,4.5,0.068,20,110,0.99914,3.3,1.17,10.2,red,Texas,5
2614,7.4,0.2,0.35,6.1,0.025,10,40,0.99244,2.79,0.52,10.9,white,California,5
2615,7.2,0.27,0.37,5.4,0.026,27,114,0.99174,3.13,0.84,12.7,white,California,5
2616,6.4,0.29,0.3,2.9,0.036,25,79,0.99037,3.29,0.6,12.4,white,California,7
2617,7.3,0.59,0.26,2,0.08,17,104,0.99584,3.28,0.52,9.9,red,Texas,5
2618,8,0.42,0.36,5,0.037,34,101,0.992,3.13,0.57,12.3,white,California,7
2619,5.7,0.16,0.32,1.2,0.036,7,89,0.99111,3.26,0.48,11,white,California,5
2620,4.7,0.6,0.17,2.3,0.058,17,106,0.9932,3.85,0.6,12.9,red,Texas,6
2621,9.5,0.42,0.41,2.3,0.034,22,145,0.9951,3.06,0.52,11,white,California,6
2622,5.7,0.1,0.27,1.3,0.047,21,100,0.9928,3.27,0.46,9.5,white,Texas,5
2623,8.2,0.61,0.45,5.4,0.03,15,118,0.9954,3.14,0.34,9.6,white,Texas,5
2624,7.3,0.22,0.26,1.5,0.04,32,172,0.99194,3.27,0.48,11.2,white,California,6
2625,7,0.685,0,1.9,0.099,9,22,0.99606,3.34,0.6,9.7,red,Texas,5
2626,6.6,0.35,0.34,4.9,0.032,9,125,0.99253,3.32,0.81,12,white,California,5
2627,9.2,0.16,0.49,2,0.044,18,107,0.99514,3.1,0.53,10.2,white,California,4
2628,5.8,0.32,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8,white,California,7
2629,6.2,0.21,0.18,11.6,0.044,61,155,0.99655,3.14,0.52,9.4,white,California,6
2630,5.3,0.3,0.3,1.2,0.029,25,93,0.98742,3.31,0.4,13.6,white,California,7
2631,8.5,0.17,0.31,1,0.024,13,91,0.993,2.79,0.37,10.1,white,Texas,5
2632,7.2,0.41,0.3,2.1,0.083,35,72,0.997,3.44,0.52,9.4,red,California,5
2633,7.6,0.31,0.23,12.7,0.054,20,139,0.99836,3.16,0.5,9.7,white,Texas,4
2634,8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9,white,California,6
2635,6.9,0.27,0.25,7.5,0.03,18,117,0.99116,3.09,0.38,13,white,California,6
2636,7.7,0.38,0.23,10.8,0.03,28,95,0.99164,2.93,0.41,13.6,white,California,6
2637,6.1,0.35,0.07,1.4,0.069,22,108,0.9934,3.23,0.52,9.2,white,Texas,5
2638,6.9,1.09,0.06,2.1,0.061,12,31,0.9948,3.51,0.43,11.4,red,Texas,4
2639,8.8,0.33,0.41,5.9,0.073,7,13,0.99658,3.3,0.62,12.1,red,California,7
2640,5.8,0.28,0.3,3.9,0.026,36,105,0.98963,3.26,0.58,12.75,white,Texas,6
2641,5,0.24,0.34,1.1,0.034,49,158,0.98774,3.32,0.32,13.1,white,California,7
2642,6.6,0.16,0.3,1.6,0.034,15,78,0.992,3.38,0.44,11.2,white,California,6
2643,6.2,0.35,0.03,1.2,0.064,29,120,0.9934,3.22,0.54,9.1,white,Texas,5
2644,6.8,0.28,0.44,11.5,0.04,58,223,0.9969,3.22,0.56,9.5,white,Texas,5
2645,7.5,0.17,0.71,11.8,0.038,52,148,0.99801,3.03,0.46,8.9,white,California,5
2646,6.3,0.28,0.3,6.6,0.208,60,154,0.99478,3.1,0.4,9.4,white,California,6
2647,7,0.14,0.28,1.3,0.026,10,56,0.99352,3.46,0.45,9.9,white,Texas,5
2648,6,0.27,0.26,1.3,0.038,32,138,0.99125,3.46,0.43,11.1,white,Texas,6
2649,6.6,0.33,0.31,1.3,0.02,29,89,0.99035,3.26,0.44,12.4,white,California,8
2650,6.2,0.33,0.27,4.9,0.036,30,134,0.9927,3.2,0.42,10.4,white,California,7
2651,7.2,0.24,0.4,17.85,0.049,50,185,1,3.34,0.42,9.6,white,Texas,5
2652,6.6,0.285,0.49,11.4,0.035,57,137,0.99732,3.08,0.54,8.9,white,California,6
2653,6.4,0.28,0.29,1.6,0.052,34,127,0.9929,3.48,0.56,10.5,white,California,7
2654,6.6,0.28,0.3,12.9,0.033,31,177,0.99479,3.12,0.39,11.2,white,Texas,6
2655,7.5,0.3,0.32,1.4,0.032,31,161,0.99154,2.95,0.42,10.5,white,Texas,5
2656,6.8,0.22,0.3,10.6,0.07,67,194,0.99654,2.89,0.42,9,white,California,6
2657,6.1,0.27,0.28,9.8,0.042,61,125,0.99532,3.14,0.42,10.2,white,California,6
2658,8.3,0.26,0.41,9.2,0.042,41,162,0.9944,3.1,0.38,12,white,California,7
2659,6.4,0.16,0.42,1,0.036,29,113,0.9908,3.18,0.52,11,white,California,6
2660,6.8,0.37,0.47,11.2,0.071,44,136,0.9968,2.98,0.88,9.2,white,Texas,5
2661,5.4,0.46,0.15,2.1,0.026,29,130,0.98953,3.39,0.77,13.4,white,California,8
2662,8,0.17,0.29,2.4,0.029,52,119,0.98944,3.03,0.33,12.9,white,California,6
2663,11.9,0.43,0.66,3.1,0.109,10,23,1,3.15,0.85,10.4,red,California,7
2664,6.1,0.35,0.24,2.3,0.034,25,133,0.9906,3.34,0.59,12,white,California,7
2665,7,0.61,0.26,1.7,0.051,25,161,0.9946,3.36,0.6,10.6,white,Texas,4
2666,6.8,0.18,0.28,8.7,0.047,52,242,0.9952,3.22,0.53,10.5,white,California,6
2667,8.6,0.37,0.7,12.15,0.039,21,158,0.9983,3,0.73,9.3,white,Texas,6
2668,6.4,0.24,0.23,7.3,0.069,31,157,0.9962,3.25,0.53,9.1,white,Texas,5
2669,8.1,0.29,0.36,2.2,0.048,35,53,0.995,3.27,1.01,12.4,red,California,7
2670,6.5,0.24,0.39,17.3,0.052,22,126,0.99888,3.11,0.47,9.2,white,California,6
2671,7.2,0.51,0.24,10,0.093,35,197,0.9981,3.41,0.47,9,white,Texas,5
2672,6.8,0.64,0.08,9.7,0.062,26,142,0.9972,3.37,0.46,8.9,white,Texas,4
2673,6.6,0.23,0.32,0.9,0.041,25,79,0.9926,3.39,0.54,10.2,white,California,7
2674,6.1,0.15,0.29,6.2,0.046,39,151,0.99471,3.6,0.44,10.6,white,California,6
2675,5.7,0.41,0.21,1.9,0.048,30,112,0.99138,3.29,0.55,11.2,white,California,6
2676,7.6,0.15,0.35,4.3,0.051,23,98,0.99422,3.1,0.44,9.5,white,California,6
2677,9.9,0.72,0.55,1.7,0.136,24,52,0.99752,3.35,0.94,10,red,Texas,5
2678,6,0.2,0.71,1.6,0.15,10,54,0.9927,3.12,0.47,9.8,white,Texas,5
2679,6.5,0.26,0.24,10.8,0.042,47,130,0.996,3.08,0.4,10.1,white,California,6
2680,5.7,0.25,0.26,12.5,0.049,52.5,120,0.99691,3.08,0.45,9.4,white,California,6
2681,7.1,0.28,0.19,7.8,0.04,48,184,0.99579,3.16,0.5,9.4,white,Texas,5
2682,9,0.24,0.5,1.2,0.048,26,107,0.9918,3.21,0.34,12.4,white,California,6
2683,6.15,0.21,0.37,3.2,0.021,20,80,0.99076,3.39,0.47,12,white,California,5
2684,6.1,0.6,0.08,1.8,0.071,14,45,0.99336,3.38,0.54,11,red,California,5
2685,7.6,0.36,0.49,11.3,0.046,87,221,0.9984,3.01,0.43,9.2,white,California,5
2686,5.7,0.27,0.16,9,0.053,32,111,0.99474,3.36,0.37,10.4,white,California,6
2687,9.3,0.655,0.26,2,0.096,5,35,0.99738,3.25,0.42,9.6,red,Texas,5
2688,6.2,0.3,0.28,1.6,0.036,28,106,0.988245,3.14,0.41,13.3,white,California,6
2689,6.5,0.31,0.14,7.5,0.044,34,133,0.9955,3.22,0.5,9.5,white,Texas,5
2690,5.6,0.18,0.58,1.25,0.034,29,129,0.98984,3.51,0.6,12,white,California,7
2691,7.2,0.08,0.49,1.3,0.05,18,148,0.9945,3.46,0.44,10.2,white,California,6
2692,6.7,0.22,0.39,1.2,0.049,26,152,0.99346,3.5,0.47,10,white,California,6
2693,6.9,0.52,0.25,2.6,0.081,10,37,0.99685,3.46,0.5,11,red,Texas,5
2694,7.9,0.345,0.51,15.3,0.047,54,171,0.9987,3.09,0.51,9.1,white,Texas,5
2695,7.9,0.34,0.42,2,0.086,8,19,0.99546,3.35,0.6,11.4,red,California,6
2696,8.5,0.17,0.31,1,0.024,13,91,0.993,2.79,0.37,10.1,white,Texas,5
2697,6.6,0.21,0.29,1.8,0.026,35,128,0.99183,3.37,0.48,11.2,white,California,6
2698,7.4,0.2,0.33,1.9,0.035,39,138,0.991,3.17,0.44,11.7,white,Texas,7
2699,8.2,0.17,0.32,1.5,0.05,17,101,0.994,3.14,0.58,9.5,white,Texas,5
2700,6.2,0.3,0.17,2.8,0.04,24,125,0.9939,3.01,0.46,9,white,Texas,5
2701,7.2,0.4,0.38,2.2,0.03,40,109,0.99075,3.27,0.46,12.6,white,California,6
2702,10.2,0.42,0.57,3.4,0.07,4,10,0.9971,3.04,0.63,9.6,red,Texas,5
2703,6.6,0.34,0.18,6.4,0.082,47,240,0.9971,3.42,0.48,9.2,white,California,5
2704,8.3,0.25,0.33,2.5,0.053,12,72,0.99404,2.89,0.48,9.5,white,Texas,5
2705,6.4,0.67,0.08,2.1,0.045,19,48,0.9949,3.49,0.49,11.4,red,California,6
2706,6.5,0.15,0.55,5.9,0.045,75,162,0.99482,2.97,0.4,9.3,white,California,5
2707,8.6,0.22,0.36,1.9,0.064,53,77,0.99604,3.47,0.87,11,red,California,7
2708,8.9,0.27,0.28,0.8,0.024,29,128,0.98984,3.01,0.35,12.4,white,California,6
2709,6.4,0.26,0.49,6.4,0.037,37,161,0.9954,3.38,0.53,9.7,white,California,6
2710,6,0.33,0.26,5.1,0.051,16,119,0.99416,3.15,0.41,9.2,white,California,5
2711,6.7,0.2,0.24,6.5,0.044,28,100,0.99348,3.12,0.33,10.2,white,California,6
2712,5.6,0.695,0.06,6.8,0.042,9,84,0.99432,3.44,0.44,10.2,white,Texas,5
2713,6.6,0.24,0.29,2,0.023,19,86,0.99,3.25,0.45,12.5,white,Texas,6
2714,8,0.3,0.63,1.6,0.081,16,29,0.99588,3.3,0.78,10.8,red,California,6
2715,8.3,0.625,0.2,1.5,0.08,27,119,0.9972,3.16,1.12,9.1,red,Texas,4
2716,12,0.45,0.55,2,0.073,25,49,0.9997,3.1,0.76,10.3,red,Texas,6
2717,6.9,0.2,0.37,6.2,0.027,24,97,0.992,3.38,0.49,12.2,white,California,7
2718,10.7,0.22,0.56,8.2,0.044,37,181,0.998,2.87,0.68,9.5,white,California,6
2719,7.4,0.64,0.17,5.4,0.168,52,98,0.99736,3.28,0.5,9.5,red,Texas,5
2720,7.2,0.57,0.05,2.3,0.081,16,36,0.99564,3.38,0.6,10.3,red,California,6
2721,7.5,0.26,0.3,4.6,0.027,29,92,0.99085,3.15,0.38,12,white,California,7
2722,8,0.28,0.42,7.1,0.045,41,169,0.9959,3.17,0.43,10.6,white,Texas,5
2723,6.4,0.22,0.38,9.1,0.044,35,127,0.99326,2.97,0.3,11,white,California,7
2724,8,0.24,0.3,17.45,0.056,43,184,0.9997,3.05,0.5,9.2,white,California,6
2725,7.1,0.25,0.32,10.3,0.041,66,272,0.9969,3.17,0.52,9.1,white,California,6
2726,6.2,0.37,0.22,8.3,0.025,36,216,0.9964,3.33,0.6,9.6,white,California,6
2727,6.1,0.36,0.58,15,0.044,42,115,0.9978,3.15,0.51,9,white,Texas,5
2728,7.4,0.68,0.16,1.8,0.078,12,39,0.9977,3.5,0.7,9.9,red,California,6
2729,6.5,0.19,0.28,1.4,0.046,22,90,0.99038,3.18,0.51,11.7,white,California,7
2730,7.3,0.51,0.29,11.3,0.034,61,224,0.99683,3.14,0.56,9.5,white,California,6
2731,7.2,0.22,0.28,7.2,0.06,41,132,0.9935,3.08,0.59,11.3,white,California,6
2732,8,0.27,0.57,10.4,0.053,18,134,0.99732,3.12,0.68,9,white,Texas,5
2733,6,0.18,0.27,1.5,0.089,40,143,0.9923,3.49,0.62,10.8,white,Texas,6
2734,7.7,0.4,0.27,4.5,0.034,27,95,0.99175,3.21,0.59,12.3,white,Texas,8
2735,6.6,0.26,0.31,4.8,0.138,41,168,0.9951,3.2,0.38,9.3,white,Texas,5
2736,6.6,0.27,0.25,3.1,0.052,41,188,0.9915,3.24,0.4,11.3,white,Texas,5
2737,5.8,0.6,0,1.3,0.044,72,197,0.99202,3.56,0.43,10.9,white,California,5
2738,7,0.35,0.3,6.5,0.028,27,87,0.9936,3.4,0.42,11.4,white,California,7
2739,7,0.22,0.28,10.6,0.039,32,117,0.99355,3.05,0.55,11.5,white,California,7
2740,6.1,0.41,0,1.6,0.063,36,87,0.9914,3.27,0.67,10.8,white,California,6
2741,6.4,0.17,0.27,1.5,0.037,20,98,0.9916,3.46,0.42,11,white,California,7
2742,8.8,0.36,0.44,1.9,0.04,9,121,0.9953,3.19,0.48,9.9,white,California,6
2743,6.8,0.27,0.24,4.6,0.098,36,127,0.99412,3.15,0.49,9.6,white,California,6
2744,12,0.63,0.5,1.4,0.071,6,26,0.99791,3.07,0.6,10.4,red,Texas,4
2745,7.4,0.24,0.42,14,0.066,48,198,0.9979,2.89,0.42,8.9,white,Texas,6
2746,8,0.18,0.37,0.9,0.049,36,109,0.99007,2.89,0.44,12.7,red,California,6
2747,7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,red,Texas,5
2748,7.3,0.33,0.47,2.1,0.077,5,11,0.9958,3.33,0.53,10.3,red,Texas,6
2749,9.9,0.74,0.19,5.8,0.111,33,76,0.99878,3.14,0.55,9.4,red,Texas,5
2750,5.3,0.36,0.27,6.3,0.028,40,132,0.99186,3.37,0.4,11.6,white,California,6
2751,6.9,0.49,0.19,1.7,0.079,13,26,0.99547,3.38,0.64,9.8,red,California,6
2752,6.9,0.29,0.23,8.6,0.056,56,215,0.9967,3.17,0.44,8.8,white,Texas,5
2753,6.5,0.26,0.34,1.4,0.04,25,184,0.99216,3.29,0.46,10.7,white,California,5
2754,11.1,0.42,0.47,2.65,0.085,9,34,0.99736,3.24,0.77,12.1,red,California,7
2755,8.1,0.19,0.4,0.9,0.037,73,180,0.9926,3.06,0.34,10,white,California,6
2756,7.6,0.18,0.36,2.4,0.049,38,123,0.996,3.6,0.46,10.3,white,Texas,5
2757,6.8,0.33,0.44,7,0.05,29,155,0.9955,3.14,0.42,9.5,white,Texas,5
2758,9.9,1.005,0.46,1.4,0.046,34,185,0.9966,3.02,0.49,10.2,white,Texas,4
2759,6.9,0.26,0.27,4.2,0.031,20,80,0.99089,3.12,0.39,11.5,white,California,6
2760,7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,white,Texas,6
2761,6.7,0.3,0.44,18.75,0.057,65,224,0.99956,3.11,0.53,9.1,white,California,5
2762,5.2,0.44,0.04,1.4,0.036,43,119,0.9894,3.36,0.33,12.1,white,California,8
2763,7.5,0.33,0.28,4.9,0.042,21,155,0.99385,3.36,0.57,10.9,white,California,6
2764,10.5,0.43,0.35,3.3,0.092,24,70,0.99798,3.21,0.69,10.5,red,California,6
2765,9.8,0.37,0.39,2.5,0.079,28,65,0.99729,3.16,0.59,9.8,red,Texas,5
2766,7,0.3,0.38,14.9,0.032,60,181,0.9983,3.18,0.61,9.3,white,California,7
2767,6.4,0.18,0.74,11.9,0.046,54,168,0.9978,3.58,0.68,10.1,white,Texas,5
2768,6.8,0.13,0.39,1.4,0.034,19,102,0.99121,3.23,0.6,11.3,white,California,7
2769,7,0.26,0.59,1.4,0.037,40,120,0.9918,3.34,0.41,11.1,white,California,7
2770,6.8,0.36,0.32,1.8,0.067,4,8,0.9928,3.36,0.55,12.8,red,California,7
2771,7,0.39,0.24,1,0.048,8,119,0.9923,3,0.31,10.1,white,Texas,4
2772,8.2,0.35,0.4,6.3,0.039,35,162,0.9936,3.15,0.34,11.9,white,California,7
2773,5.7,0.36,0.21,6.7,0.038,51,166,0.9941,3.29,0.63,10,white,California,6
2774,6.9,0.18,0.36,1.3,0.036,40,117,0.9934,3.27,0.95,9.5,white,California,7
2775,15.5,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,red,Texas,5
2776,8.6,0.315,0.4,2.2,0.079,3,6,0.99512,3.27,0.67,11.9,red,California,6
2777,6.6,0.24,0.27,15.8,0.035,46,188,0.9982,3.24,0.51,9.2,white,Texas,5
2778,5.8,0.315,0.19,19.4,0.031,28,106,0.99704,2.97,0.4,10.55,white,California,6
2779,7,0.28,0.32,1.7,0.038,27,128,0.99375,3.2,0.62,10.2,white,California,6
2780,7.6,0.285,0.32,14.6,0.063,32,201,0.998,3,0.45,9.2,white,Texas,5
2781,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,white,California,7
2782,6.3,0.22,0.34,5,0.032,36,93,0.99012,3.27,0.36,13.5,white,California,7
2783,6,0.25,0.28,7.7,0.053,37,132,0.99489,3.06,0.5,9.4,white,California,6
2784,7.5,0.27,0.34,2.3,0.05,4,8,0.9951,3.4,0.64,11,red,California,7
2785,6.9,0.36,0.25,2.4,0.098,5,16,0.9964,3.41,0.6,10.1,red,Texas,6
2786,7.5,0.31,0.51,14.8,0.039,62,204,0.9982,3.06,0.6,9.5,white,Texas,5
2787,7.7,0.35,0.46,11.8,0.088,61,183,0.99786,2.86,0.47,9,white,California,5
2788,7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,white,California,6
2789,6.8,0.32,0.37,3.4,0.023,19,87,0.9902,3.14,0.53,12.7,white,California,6
2790,6.1,0.32,0.25,2.3,0.071,23,58,0.99633,3.42,0.97,10.6,red,Texas,5
2791,6.6,0.26,0.56,15.4,0.053,32,141,0.9981,3.11,0.49,9.3,white,Texas,5
2792,8.6,0.725,0.24,6.6,0.117,31,134,1.0014,3.32,1.07,9.3,red,Texas,5
2793,5.9,0.32,0.26,1.5,0.057,17,141,0.9917,3.24,0.36,10.7,white,Texas,5
2794,6.5,0.28,0.26,8.8,0.04,44,139,0.9956,3.32,0.37,10.2,white,Texas,6
2795,7.2,0.39,0.63,11,0.044,55,156,0.9974,3.09,0.44,8.7,white,Texas,6
2796,6.5,0.43,0.31,3.6,0.046,19,143,0.99022,3.15,0.34,12,white,California,8
2797,6,0.34,0.66,15.9,0.046,26,164,0.9979,3.14,0.5,8.8,white,Texas,6
2798,6.8,0.33,0.28,1.2,0.032,38,131,0.9889,3.19,0.41,13,white,California,6
2799,6.8,0.28,0.36,7,0.043,60,207,0.99556,3.16,0.49,9.6,white,California,6
2800,6.4,0.23,0.35,10.3,0.042,54,140,0.9967,3.23,0.47,9.2,white,Texas,5
2801,7,0.5,0.25,2,0.07,3,22,0.9963,3.25,0.63,9.2,red,Texas,5
2802,8,0.62,0.33,2.7,0.088,16,37,0.9972,3.31,0.58,10.7,red,California,6
2803,6.7,0.27,0.25,8,0.053,54,202,0.9961,3.22,0.43,9.3,white,Texas,5
2804,9.2,0.54,0.31,2.3,0.112,11,38,0.99699,3.24,0.56,10.9,red,Texas,5
2805,5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,white,California,5
2806,11.1,0.18,0.48,1.5,0.068,7,15,0.9973,3.22,0.64,10.1,red,Texas,6
2807,6.9,0.51,0.23,2,0.072,13,22,0.99438,3.4,0.84,11.2,red,California,6
2808,7.2,0.36,0.36,5.7,0.038,26,98,0.9914,2.93,0.59,12.5,white,California,7
2809,7.1,0.25,0.28,1.6,0.052,46,169,0.9926,3.05,0.41,10.5,white,Texas,5
2810,6.8,0.28,0.4,22,0.048,48,167,1.001,2.93,0.5,8.7,white,Texas,5
2811,6,0.23,0.15,9.7,0.048,101,207,0.99571,3.05,0.3,9.1,white,California,5
2812,6.2,0.25,0.44,15.8,0.057,39,167,0.99804,3.14,0.51,9.2,white,Texas,5
2813,6.6,0.21,0.5,8.7,0.036,41,191,0.99294,2.96,0.56,11,white,California,6
2814,8.2,0.22,0.3,1.8,0.047,47,185,0.9933,3.13,0.5,10.2,white,Texas,6
2815,7.5,0.24,0.29,1.1,0.046,34,84,0.9902,3.04,0.39,11.45,white,Texas,6
2816,6.1,0.19,0.37,2.6,0.041,24,99,0.99153,3.18,0.5,10.9,white,Texas,6
2817,7.3,0.33,0.4,6.85,0.038,32,138,0.992,3.03,0.3,11.9,white,California,7
2818,6.2,0.18,0.49,4.5,0.047,17,90,0.9919,3.27,0.37,11.6,white,California,6
2819,11.5,0.31,0.51,2.2,0.079,14,28,0.9982,3.03,0.93,9.8,red,California,6
2820,6.3,0.29,0.14,7.05,0.045,50,177,0.99564,3.23,0.42,9,white,Texas,5
2821,5.6,0.2,0.36,2.5,0.048,16,125,0.99282,3.49,0.49,10,white,California,6
2822,5.9,0.31,0.3,7.7,0.047,60,206,0.995,3.2,0.39,9.6,white,California,6
2823,6.5,0.21,0.35,5.7,0.043,47,197,0.99392,3.24,0.5,10.1,white,Texas,6
2824,6.9,0.58,0.01,1.9,0.08,40,54,0.99683,3.4,0.73,9.7,red,California,5
2825,7.2,0.34,0.2,5.8,0.062,52,203,0.99461,3.17,0.44,9.8,white,California,6
2826,7.5,0.23,0.36,7,0.036,43,161,0.9938,3.04,0.32,11,white,California,5
2827,6.4,0.17,0.27,6.7,0.036,88,223,0.9948,3.28,0.35,10.2,white,California,6
2828,6.3,0.27,0.23,2.9,0.047,13,100,0.9936,3.28,0.43,9.8,white,Texas,5
2829,8.6,0.52,0.38,1.5,0.096,5,18,0.99666,3.2,0.52,9.4,red,Texas,5
2830,6.2,0.28,0.33,1.7,0.029,24,111,0.99,3.24,0.5,12.1,white,California,6
2831,8.2,0.345,1,18.2,0.047,55,205,0.99965,2.96,0.43,9.6,white,Texas,5
2832,6.9,0.49,0.24,1.2,0.049,13,125,0.9932,3.17,0.51,9.4,white,California,5
2833,6.7,0.37,0.25,2.5,0.028,24,84,0.9909,3.14,0.36,11.7,white,California,6
2834,6.5,0.21,0.28,1.4,0.046,26,66,0.99199,3.43,0.48,11.1,white,California,6
2835,6.6,0.58,0.3,5.1,0.057,30,123,0.9949,3.24,0.38,9,white,California,5
2836,6.7,0.44,0.22,4.3,0.032,19,99,0.99015,3.26,0.53,12.8,white,California,7
2837,5.5,0.375,0.38,1.7,0.036,17,98,0.99142,3.29,0.39,10.5,white,California,6
2838,10.4,0.55,0.23,2.7,0.091,18,48,0.9994,3.22,0.64,10.3,red,Texas,6
2839,6.8,0.21,0.62,6.4,0.041,7,113,0.99358,2.96,0.59,10.2,white,California,5
2840,6.5,0.24,0.38,1,0.027,31,90,0.98926,3.24,0.36,12.3,white,California,6
2841,6.7,0.26,0.39,6.4,0.171,64,200,0.99562,3.19,0.38,9.4,white,California,6
2842,6.4,0.13,0.28,0.9,0.045,32,87,0.99175,3.47,0.52,11.2,white,Texas,6
2843,7.3,0.305,0.39,1.2,0.059,7,11,0.99331,3.29,0.52,11.5,red,California,6
2844,5.8,0.31,0.32,4.5,0.024,28,94,0.98906,3.25,0.52,13.7,white,California,7
2845,7.8,0.42,0.23,8.8,0.054,42,215,0.9971,3.02,0.58,9.2,white,California,6
2846,7.8,0.43,0.7,1.9,0.464,22,67,0.9974,3.13,1.28,9.4,red,Texas,5
2847,6.7,0.41,0.27,2.6,0.033,25,85,0.99086,3.05,0.34,11.7,white,California,6
2848,6.7,0.53,0.29,4.3,0.069,20,114,0.99014,3.22,0.59,13.4,white,Texas,6
2849,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,white,California,7
2850,6.9,0.28,0.27,2.1,0.036,42,121,0.9926,3.42,0.49,10.8,white,Texas,7
2851,7,0.22,0.26,9.2,0.027,37,122,0.99228,3.06,0.34,12.5,white,California,8
